Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0134256,Female,No,1,Graduate,No,2357,0,270,360,1,Rural
LP0113586,Male,Yes,0,Not Graduate,Yes,11494,3719,418,360,1,Rural
LP0139781,Male,Yes,2,Graduate,No,13144,4826,224,360,1,Rural
LP0135265,Female,Yes,0,Graduate,Yes,4721,3535,330,360,1,Semiurban
LP0138110,Female,Yes,1,Not Graduate,Yes,3260,3541,581,360,1,Urban
LP0138835,Female,No,0,Not Graduate,No,4411,0,434,360,1,Rural
LP0125894,Male,Yes,0,Not Graduate,No,11006,0,204,360,1,Semiurban
LP0138445,Male,Yes,0,Not Graduate,Yes,12251,1321,242,360,0,Urban
LP0137007,Male,No,2,Not Graduate,No,6634,0,352,360,1,Urban
LP0138415,Male,No,0,Graduate,No,11954,2856,330,360,1,Semiurban
LP0107030,Female,Yes,0,Graduate,Yes,12452,0,398,360,1,Semiurban
LP0115313,Male,No,0,Not Graduate,No,13337,3492,198,360,1,Urban
LP0136997,Male,Yes,0,Graduate,Yes,9937,2231,289,360,1,Semiurban
LP0127505,Female,Yes,1,Graduate,No,3211,2531,430,360,1,Urban
LP0106626,Male,No,2,Graduate,Yes,10658,2769,537,360,1,Urban
LP097571,Male,No,0,Not Graduate,No,9770,0,524,360,1,Semiurban
LP0138554,Female,No,2,Not Graduate,Yes,14442,0,203,360,1,Urban
LP0119484,Male,No,0,Not Graduate,No,3907,1849,557,360,1,Rural
LP0107676,Female,No,0,Graduate,No,13163,0,81,360,1,Semiurban
LP0135202,Male,Yes,0,Graduate,No,6857,2080,590,180,1,Rural
LP0138420,Female,Yes,0,Not Graduate,Yes,7683,4490,377,360,1,Semiurban
LP0121704,Male,No,0,Graduate,Yes,3542,3383,508,360,1,Rural
LP0127890,Female,No,0,Not Graduate,Yes,9361,0,100,240,1,Urban
LP0111948,Female,No,1,Graduate,Yes,13467,4542,493,360,1,Rural
LP0131304,Female,Yes,1,Not Graduate,No,4836,3657,365,360,1,Semiurban
LP0113622,Female,No,0,Not Graduate,Yes,7981,4607,367,360,0,Semiurban
LP0100590,Female,No,0,Graduate,No,2888,2459,522,240,1,Semiurban
LP0134736,Male,Yes,1,Graduate,No,9030,1239,522,480,1,Rural
LP0101287,Male,No,2,Graduate,Yes,9165,4420,433,360,1,Semiurban
LP0107670,Male,No,0,Graduate,No,15404,0,247,360,1,Urban
LP0129903,Male,No,3+,Not Graduate,No,8072,1798,515,360,1,Semiurban
LP0111583,Female,Yes,0,Not Graduate,No,1592,2135,373,360,1,Semiurban
LP097268,Female,No,0,Graduate,Yes,10530,3193,584,360,1,Urban
LP0133622,Male,Yes,0,Not Graduate,No,15617,2519,418,360,1,Rural
LP0104837,Male,No,0,Graduate,Yes,11460,2628,519,120,1,Semiurban
LP0102424,Male,No,0,Not Graduate,Yes,10926,1568,83,360,1,Rural
LP0105286,Male,No,2,Not Graduate,Yes,5714,2969,169,360,0,Semiurban
LP0132397,Male,Yes,1,Not Graduate,No,6802,1532,467,360,1,Semiurban
LP0101949,Male,No,1,Graduate,Yes,3132,3497,276,360,1,Rural
LP0120230,Female,No,0,Graduate,Yes,13955,1325,368,360,1,Rural
LP0105606,Male,Yes,0,Not Graduate,Yes,8012,0,390,360,1,Rural
LP096005,Female,Yes,0,Graduate,No,14416,0,201,360,1,Rural
LP0125215,Female,Yes,0,Graduate,No,12602,2165,276,360,1,Rural
LP0113425,Female,Yes,2,Not Graduate,Yes,10444,2798,220,360,0,Rural
LP099751,Male,Yes,2,Graduate,No,4621,0,191,360,1,Rural
LP098935,Female,No,0,Not Graduate,Yes,15124,2248,592,360,1,Semiurban
LP0101468,Female,No,0,Not Graduate,No,6859,2682,562,360,1,Semiurban
LP0128379,Male,No,0,Graduate,No,11025,1919,521,180,1,Rural
LP0131062,Male,No,2,Graduate,Yes,2671,3100,156,360,1,Urban
LP0117035,Female,Yes,1,Not Graduate,No,10590,4869,79,360,0,Semiurban
LP0132612,Male,Yes,0,Graduate,No,5591,4468,241,360,1,Semiurban
LP0101207,Male,No,3+,Not Graduate,No,12836,0,533,360,0,Rural
LP0129300,Male,No,3+,Not Graduate,Yes,11385,0,438,360,1,Urban
LP0103460,Female,No,0,Graduate,Yes,7240,2658,429,360,1,Urban
LP0114069,Female,No,2,Graduate,No,5135,1869,84,360,1,Semiurban
LP0122656,Male,Yes,0,Graduate,No,11969,0,138,360,1,Rural
LP0139326,Male,Yes,1,Graduate,No,13843,3187,367,360,1,Urban
LP0105786,Female,No,0,Graduate,Yes,9548,0,93,360,1,Urban
LP0126801,Male,No,0,Graduate,No,1972,0,397,360,1,Urban
LP0132334,Male,Yes,0,Graduate,Yes,13698,4512,584,360,0,Semiurban
LP0114376,Male,No,0,Graduate,No,15665,0,219,360,1,Rural
LP0125323,Female,No,1,Graduate,No,9038,2755,578,360,1,Semiurban
LP0128681,Male,No,0,Graduate,No,14397,0,134,360,1,Semiurban
LP0129231,Male,No,1,Graduate,No,5496,1792,578,360,1,Urban
LP0123715,Female,No,0,Not Graduate,No,9795,4360,493,360,0,Rural
LP0135253,Female,No,3+,Not Graduate,Yes,14852,3958,257,360,1,Urban
LP0134599,Female,No,1,Graduate,No,15348,3733,575,360,1,Urban
LP0104361,Female,Yes,1,Not Graduate,Yes,11231,3812,370,360,1,Rural
LP0106416,Male,No,2,Not Graduate,No,9864,3996,217,360,1,Rural
LP0124311,Male,Yes,0,Graduate,Yes,1905,3288,500,360,1,Urban
LP0113775,Male,Yes,2,Not Graduate,No,2675,2730,388,240,1,Rural
LP0128346,Male,Yes,2,Graduate,Yes,3970,3120,249,360,1,Rural
LP0107326,Female,No,0,Not Graduate,Yes,15509,3447,268,360,1,Semiurban
LP0110693,Male,No,1,Not Graduate,Yes,11164,4251,247,360,1,Urban
LP0119224,Female,No,2,Graduate,Yes,4786,4968,343,360,1,Semiurban
LP0115995,Male,No,3+,Not Graduate,Yes,9057,4724,218,360,1,Semiurban
LP0103146,Female,Yes,2,Not Graduate,No,13259,1657,286,360,1,Rural
LP0111095,Male,No,3+,Not Graduate,No,3431,2591,540,360,1,Semiurban
LP0110584,Male,Yes,0,Graduate,Yes,1440,0,524,360,1,Urban
LP0129945,Male,Yes,0,Graduate,Yes,5464,4496,352,360,1,Semiurban
LP0108043,Female,Yes,2,Not Graduate,Yes,10118,4003,61,360,1,Urban
LP096613,Female,No,0,Not Graduate,Yes,8534,4126,422,360,1,Rural
LP0117478,Male,Yes,2,Not Graduate,Yes,4169,4549,338,120,0,Semiurban
LP0128146,Female,No,0,Graduate,Yes,3562,4704,566,240,1,Rural
LP0105257,Female,Yes,2,Not Graduate,Yes,11083,4902,456,360,1,Urban
LP0135772,Male,No,1,Graduate,Yes,8422,3975,79,180,1,Urban
LP0100900,Female,No,0,Not Graduate,Yes,15788,0,289,360,1,Rural
LP0103711,Male,No,1,Not Graduate,No,5845,3783,294,120,1,Semiurban
LP099262,Male,No,2,Not Graduate,No,13637,0,403,360,1,Urban
LP096240,Female,Yes,0,Graduate,Yes,8316,0,447,360,0,Semiurban
LP0100552,Female,Yes,0,Graduate,No,2212,2232,426,360,1,Rural
LP0139214,Female,Yes,0,Graduate,No,4155,4836,105,360,1,Rural
LP0101053,Female,No,0,Not Graduate,Yes,7645,3783,406,360,1,Rural
LP0127766,Male,Yes,0,Graduate,No,15781,3427,172,360,1,Semiurban
LP0103710,Male,Yes,0,Not Graduate,Yes,11963,4241,186,360,1,Urban
LP0139168,Female,No,0,Not Graduate,No,10617,2101,296,360,1,Urban
LP0106510,Female,Yes,1,Graduate,Yes,13190,4359,467,360,1,Semiurban
LP0108986,Male,No,1,Not Graduate,No,13356,2416,75,360,0,Urban
LP0120133,Male,No,0,Not Graduate,Yes,6471,0,75,360,1,Semiurban
LP0107686,Female,No,2,Graduate,No,13748,4159,252,360,1,Urban
LP0138425,Female,No,3+,Not Graduate,Yes,13755,2032,459,360,1,Semiurban
LP0119789,Female,Yes,1,Not Graduate,No,15918,0,405,360,1,Rural
LP0113797,Female,Yes,1,Not Graduate,Yes,14521,4197,407,360,1,Semiurban
LP0108137,Male,No,0,Not Graduate,No,11823,3640,596,120,1,Urban
LP098802,Female,Yes,0,Graduate,Yes,11045,3622,66,360,1,Urban
LP0120679,Female,No,2,Not Graduate,No,3891,2240,148,360,0,Rural
LP0120738,Male,Yes,1,Not Graduate,Yes,9840,3850,373,360,1,Rural
LP0139405,Male,Yes,2,Not Graduate,Yes,2324,0,69,360,1,Rural
LP0139550,Male,Yes,3+,Not Graduate,Yes,15131,4887,532,360,1,Rural
LP0113956,Male,Yes,2,Graduate,Yes,10884,0,459,240,1,Rural
LP098281,Female,No,1,Not Graduate,No,10609,0,593,360,1,Rural
LP0113590,Female,No,1,Graduate,Yes,2285,0,489,240,1,Rural
LP0119085,Female,Yes,0,Graduate,No,6492,3845,503,360,1,Urban
LP0123873,Male,Yes,0,Not Graduate,No,10765,0,401,360,1,Semiurban
LP0101658,Female,Yes,1,Graduate,Yes,4456,1411,135,360,1,Urban
LP0104824,Female,Yes,0,Not Graduate,No,9505,4318,116,360,1,Urban
LP0113115,Male,Yes,0,Not Graduate,Yes,7213,4028,134,360,1,Rural
LP0112949,Male,No,0,Not Graduate,No,13414,1775,322,360,1,Urban
LP0134975,Female,Yes,0,Not Graduate,No,2668,0,60,180,1,Rural
LP0137392,Male,No,0,Graduate,No,13002,4841,264,360,1,Semiurban
LP0130388,Male,Yes,1,Not Graduate,No,7203,0,530,360,1,Rural
LP0129221,Female,No,3+,Not Graduate,No,6069,4458,78,360,1,Urban
LP097494,Male,Yes,0,Graduate,No,9323,0,247,360,1,Semiurban
LP0132958,Female,No,0,Not Graduate,Yes,14192,2841,242,360,1,Rural
LP0130073,Male,Yes,0,Not Graduate,No,11645,1209,504,360,1,Urban
LP0108261,Female,No,1,Graduate,No,3378,4127,61,360,1,Semiurban
LP0104821,Male,Yes,0,Graduate,No,9353,1760,366,360,1,Urban
LP0120254,Female,No,0,Graduate,Yes,5437,0,599,360,0,Rural
LP0100785,Female,No,0,Graduate,Yes,7139,3954,595,360,0,Semiurban
LP0139062,Female,No,2,Not Graduate,Yes,15708,2172,298,360,1,Urban
LP096452,Female,No,1,Not Graduate,No,9072,4128,217,360,1,Urban
LP0139574,Male,No,2,Not Graduate,No,10146,1802,587,360,1,Semiurban
LP0118171,Male,Yes,0,Not Graduate,Yes,7564,4374,280,360,1,Semiurban
LP0113563,Female,Yes,1,Not Graduate,No,12132,4551,579,360,1,Urban
LP0100353,Female,No,2,Graduate,Yes,11183,4884,321,360,1,Semiurban
LP0131041,Female,Yes,2,Graduate,Yes,3999,3993,527,360,1,Urban
LP0100400,Female,Yes,0,Graduate,No,7150,3528,302,360,1,Urban
LP0123515,Female,No,1,Not Graduate,Yes,11866,2105,94,360,1,Urban
LP0107797,Male,Yes,0,Graduate,No,8828,2874,356,360,1,Rural
LP0132654,Female,No,0,Graduate,Yes,1909,2928,514,360,1,Urban
LP0101923,Male,Yes,2,Graduate,Yes,14607,2963,435,360,1,Semiurban
LP0106883,Female,No,0,Graduate,No,4013,2094,63,360,1,Semiurban
LP0127948,Male,Yes,0,Graduate,No,15420,0,327,360,1,Semiurban
LP0134790,Male,Yes,0,Graduate,No,3007,3734,328,360,1,Rural
LP0137414,Male,No,3+,Not Graduate,Yes,14945,0,211,360,1,Rural
LP0111281,Female,Yes,0,Graduate,Yes,3526,1700,92,360,1,Rural
LP096940,Female,No,1,Graduate,No,7291,0,423,480,0,Rural
LP0134804,Female,No,0,Graduate,Yes,2466,0,567,360,1,Semiurban
LP0126313,Male,Yes,3+,Not Graduate,Yes,1980,4149,533,360,1,Semiurban
LP0128381,Male,No,1,Graduate,No,13025,2465,569,360,1,Urban
LP0110097,Male,Yes,2,Graduate,Yes,7281,2773,464,480,1,Urban
LP0126515,Male,Yes,0,Not Graduate,Yes,1551,2389,163,360,1,Semiurban
LP0108315,Female,Yes,0,Not Graduate,No,6925,0,283,240,1,Rural
LP0109402,Female,Yes,1,Graduate,Yes,11989,0,181,360,1,Semiurban
LP0120321,Male,No,0,Graduate,No,9035,4494,160,360,1,Semiurban
LP099053,Female,Yes,1,Not Graduate,Yes,2848,0,243,360,1,Rural
LP0105434,Male,Yes,3+,Graduate,No,4364,0,183,360,1,Urban
LP0117214,Male,No,2,Graduate,No,7914,0,342,360,0,Urban
LP0129478,Male,Yes,2,Not Graduate,Yes,2127,4668,72,360,1,Semiurban
LP0114156,Male,Yes,0,Graduate,No,14408,4751,569,480,1,Semiurban
LP0106276,Male,Yes,0,Not Graduate,Yes,11370,2830,100,360,1,Urban
LP0126300,Female,Yes,0,Graduate,Yes,5867,0,460,360,1,Semiurban
LP0105988,Male,Yes,1,Not Graduate,Yes,14041,0,294,360,0,Urban
LP0131095,Female,No,0,Not Graduate,Yes,15877,3691,162,360,1,Rural
LP0100261,Female,Yes,2,Not Graduate,Yes,8695,2536,477,120,1,Urban
LP099146,Male,Yes,0,Not Graduate,No,11499,2138,245,360,1,Urban
LP0124153,Female,No,0,Not Graduate,Yes,3706,3498,294,120,1,Semiurban
LP0100361,Female,No,0,Graduate,No,12261,1451,176,180,1,Urban
LP0133611,Female,Yes,1,Not Graduate,No,6748,0,598,360,1,Semiurban
LP0114128,Male,Yes,0,Not Graduate,Yes,9736,4238,348,120,1,Urban
LP0116582,Male,No,2,Not Graduate,No,14876,0,212,360,1,Rural
LP0129127,Male,Yes,1,Not Graduate,Yes,6656,2741,556,480,1,Urban
LP0121204,Male,Yes,0,Not Graduate,No,7009,2000,395,240,1,Semiurban
LP0117567,Female,No,2,Graduate,Yes,7141,4200,547,360,1,Urban
LP0127962,Male,No,0,Not Graduate,Yes,9390,0,270,360,1,Urban
LP0132518,Male,Yes,2,Graduate,No,11372,0,279,360,1,Semiurban
LP0122011,Male,No,0,Not Graduate,No,13815,1780,93,360,0,Semiurban
LP0102268,Female,No,0,Not Graduate,Yes,1938,1423,435,360,1,Semiurban
LP096047,Female,Yes,0,Not Graduate,No,6801,0,421,360,1,Rural
LP0109641,Male,Yes,0,Graduate,Yes,15772,4651,322,360,1,Urban
LP0131181,Male,No,0,Not Graduate,Yes,3355,2331,269,360,1,Rural
LP0135434,Male,No,0,Not Graduate,Yes,8225,4643,246,360,1,Urban
LP0117743,Male,Yes,0,Graduate,Yes,11280,0,528,360,1,Semiurban
LP0138286,Male,No,0,Graduate,Yes,4563,0,213,360,1,Rural
LP0129141,Male,No,0,Graduate,No,3052,2503,483,360,1,Urban
LP0106117,Male,No,0,Not Graduate,Yes,9684,3332,188,360,1,Urban
LP0115583,Male,No,0,Graduate,Yes,8966,1657,346,360,1,Semiurban
LP0117493,Male,No,2,Not Graduate,Yes,6119,2284,362,360,1,Semiurban
LP096299,Female,Yes,0,Graduate,No,2787,4907,189,360,1,Semiurban
LP0117619,Male,Yes,0,Not Graduate,Yes,8757,0,366,360,0,Rural
LP0128752,Male,Yes,3+,Not Graduate,Yes,2879,3594,362,360,1,Rural
LP0135617,Male,Yes,0,Graduate,Yes,2325,3904,512,360,1,Urban
LP0125074,Male,No,2,Not Graduate,No,6284,3974,285,360,1,Urban
LP0105997,Female,Yes,0,Not Graduate,Yes,6220,4615,447,360,1,Rural
LP0133947,Male,No,0,Graduate,No,14627,3690,295,120,1,Urban
LP0120177,Male,No,1,Graduate,No,13299,0,578,360,0,Rural
LP0115430,Female,No,0,Graduate,No,10398,4235,139,360,1,Rural
LP0111515,Female,No,0,Not Graduate,No,10268,3642,139,120,1,Rural
LP0112511,Female,No,1,Graduate,Yes,12747,2335,403,360,1,Rural
LP0122952,Female,No,1,Not Graduate,Yes,4198,2360,403,360,1,Urban
LP096549,Male,No,2,Not Graduate,No,5837,4757,375,360,1,Rural
LP098132,Male,No,0,Graduate,No,15509,3727,495,360,1,Urban
LP0106801,Female,No,0,Graduate,No,12190,4996,86,360,1,Urban
LP0132703,Male,Yes,0,Not Graduate,Yes,14118,4766,336,360,0,Semiurban
LP0102878,Male,Yes,0,Graduate,No,3172,3356,543,360,1,Semiurban
LP0125496,Male,No,1,Not Graduate,Yes,2016,4070,444,120,1,Urban
LP0111115,Male,No,1,Graduate,Yes,12909,0,450,360,1,Rural
LP0129951,Female,Yes,1,Not Graduate,No,9758,0,248,360,0,Rural
LP0112575,Female,No,0,Graduate,No,2012,2195,109,120,1,Semiurban
LP0121077,Female,Yes,1,Graduate,Yes,2027,4906,437,360,1,Semiurban
LP0123598,Male,No,1,Graduate,Yes,15410,3804,435,480,1,Urban
LP0105080,Male,Yes,0,Not Graduate,Yes,9921,3154,412,360,1,Semiurban
LP0127872,Male,Yes,1,Graduate,Yes,6118,2381,351,360,1,Rural
LP0100278,Male,Yes,2,Graduate,No,4554,4281,280,360,1,Urban
LP0102874,Male,Yes,0,Not Graduate,No,14938,4126,483,360,1,Rural
LP0137213,Female,Yes,0,Not Graduate,No,15114,0,64,360,1,Rural
LP0112278,Female,Yes,2,Graduate,No,9374,0,255,360,1,Rural
LP099568,Male,Yes,1,Graduate,No,14676,1333,319,360,1,Rural
LP0109425,Male,No,0,Not Graduate,No,12142,3451,299,360,1,Semiurban
LP0122684,Female,No,2,Graduate,Yes,11283,2184,128,360,1,Rural
LP0102169,Female,No,2,Not Graduate,No,3114,0,390,360,1,Rural
LP0121690,Male,Yes,0,Graduate,No,13460,3177,297,360,1,Rural
LP0134852,Male,Yes,0,Not Graduate,No,15012,2008,348,360,1,Rural
LP0100764,Female,Yes,0,Graduate,No,14212,4510,311,120,1,Semiurban
LP0122819,Male,No,0,Not Graduate,No,13397,4702,96,240,1,Urban
LP0107382,Male,No,1,Not Graduate,Yes,15758,2274,252,180,1,Rural
LP0117275,Male,No,0,Not Graduate,No,13799,0,193,360,1,Urban
LP0130078,Male,No,2,Not Graduate,Yes,6223,4837,215,360,1,Urban
LP099068,Male,No,2,Not Graduate,Yes,12947,2738,124,360,1,Urban
LP0103712,Female,Yes,0,Graduate,Yes,5402,3902,179,180,1,Rural
LP096771,Male,Yes,1,Not Graduate,Yes,10572,4364,342,360,1,Urban
LP0116806,Male,No,0,Not Graduate,Yes,13149,3714,307,360,1,Urban
LP0110436,Male,Yes,0,Not Graduate,Yes,8760,2432,375,360,1,Rural
LP0118103,Female,No,2,Not Graduate,Yes,11365,3784,182,360,1,Semiurban
LP0117056,Female,Yes,1,Graduate,No,9676,1394,169,360,1,Semiurban
LP0112017,Female,Yes,0,Graduate,No,11655,1634,392,240,1,Rural
LP0111479,Male,Yes,0,Graduate,No,15947,1668,296,480,1,Semiurban
LP0125552,Male,No,1,Not Graduate,No,7799,3285,274,360,1,Semiurban
LP0107660,Female,Yes,1,Graduate,Yes,4470,0,188,360,1,Rural
LP0124624,Female,No,0,Graduate,No,13276,4000,189,360,1,Rural
LP0101375,Male,No,0,Not Graduate,Yes,4473,1776,379,180,1,Rural
LP0110909,Male,Yes,0,Not Graduate,No,15811,2658,66,360,1,Semiurban
LP0111328,Female,Yes,0,Graduate,Yes,14972,2843,117,360,1,Rural
LP0109601,Male,Yes,0,Not Graduate,Yes,13929,4632,95,360,1,Urban
LP0102955,Female,No,2,Not Graduate,Yes,5669,0,346,360,1,Urban
LP0103527,Male,No,0,Graduate,Yes,4635,4213,495,360,1,Semiurban
LP0123552,Male,Yes,0,Graduate,No,2265,1201,91,360,1,Semiurban
LP0132627,Female,No,0,Not Graduate,Yes,6018,2952,208,240,1,Urban
LP0130842,Female,Yes,2,Not Graduate,Yes,12563,3543,288,180,1,Urban
LP096316,Male,Yes,0,Graduate,No,6095,1572,573,360,1,Rural
LP0107250,Male,Yes,2,Not Graduate,Yes,12952,4383,503,360,1,Rural
LP0121769,Male,Yes,0,Graduate,Yes,10027,3733,144,360,1,Semiurban
LP0106843,Female,No,0,Not Graduate,Yes,2927,0,480,360,1,Semiurban
LP0133021,Female,Yes,2,Not Graduate,Yes,2619,0,385,360,1,Rural
LP0139694,Male,No,0,Not Graduate,No,6094,2715,301,360,0,Rural
LP0105907,Male,Yes,0,Not Graduate,Yes,7294,0,548,360,1,Semiurban
LP0135844,Female,No,0,Not Graduate,No,8411,4000,233,360,1,Urban
LP098253,Male,Yes,0,Not Graduate,No,11676,3950,535,360,1,Urban
LP0121748,Female,Yes,2,Not Graduate,Yes,9918,0,309,360,1,Urban
LP0121248,Male,Yes,0,Not Graduate,No,1732,4830,527,360,1,Rural
LP0135602,Male,No,2,Not Graduate,No,11592,3181,594,360,0,Rural
LP0125368,Male,Yes,1,Not Graduate,No,5041,2363,261,360,1,Rural
LP0102220,Female,Yes,2,Not Graduate,Yes,14105,0,524,360,0,Rural
LP0111712,Male,Yes,2,Graduate,No,2092,3213,441,360,1,Urban
LP0100855,Female,No,2,Not Graduate,No,13285,1815,553,360,0,Urban
LP0135153,Male,Yes,0,Not Graduate,No,4672,3669,313,360,1,Semiurban
LP0128592,Female,Yes,0,Not Graduate,Yes,4867,0,119,360,1,Rural
LP0115883,Male,No,0,Graduate,Yes,2998,1460,172,360,1,Urban
LP0121607,Female,Yes,0,Graduate,Yes,4731,3193,155,360,1,Semiurban
LP0121957,Female,No,1,Not Graduate,No,7027,1738,268,360,0,Urban
LP0101676,Female,No,0,Graduate,No,13082,4051,252,360,1,Semiurban
LP0110459,Female,Yes,1,Not Graduate,No,5211,3491,542,360,1,Urban
LP0132070,Female,Yes,0,Graduate,Yes,3943,2039,534,360,1,Rural
LP0116185,Female,Yes,2,Graduate,Yes,14858,0,451,360,1,Urban
LP0117199,Female,No,2,Not Graduate,Yes,3869,3365,194,360,0,Urban
LP0100164,Male,No,1,Not Graduate,No,6521,4990,468,360,1,Rural
LP0122200,Female,No,1,Graduate,No,14317,3913,107,360,1,Rural
LP0122382,Female,No,1,Graduate,Yes,13281,0,525,360,1,Urban
LP0119502,Male,Yes,3+,Not Graduate,No,4641,4783,167,240,1,Urban
LP099336,Female,No,0,Not Graduate,No,11670,0,69,360,1,Urban
LP0135360,Male,No,0,Graduate,Yes,11486,4169,531,360,1,Rural
LP0103264,Male,Yes,2,Not Graduate,Yes,5021,1389,65,360,1,Urban
LP0129136,Female,No,0,Not Graduate,No,11375,0,349,360,1,Urban
LP0128499,Male,Yes,0,Not Graduate,Yes,12116,0,447,360,1,Semiurban
LP0137351,Female,No,2,Graduate,Yes,8287,2784,318,360,1,Semiurban
LP0133451,Male,No,0,Graduate,No,5287,0,456,360,1,Rural
LP0104918,Male,Yes,1,Graduate,Yes,9532,4797,363,360,1,Rural
LP0132456,Female,Yes,0,Graduate,Yes,7759,3728,456,360,1,Semiurban
LP099438,Female,No,0,Not Graduate,No,5080,1410,390,360,1,Urban
LP0131527,Female,No,1,Graduate,No,9249,3872,194,360,1,Semiurban
LP0126985,Female,No,0,Graduate,No,11288,3385,594,360,1,Semiurban
LP0131193,Male,Yes,1,Not Graduate,No,9952,1403,433,360,1,Semiurban
LP0114735,Female,Yes,1,Graduate,Yes,1634,3679,201,120,0,Rural
LP0107281,Female,Yes,0,Graduate,Yes,9927,3948,499,360,1,Semiurban
LP0136774,Female,Yes,0,Graduate,No,8600,0,346,480,1,Urban
LP0121047,Female,No,1,Graduate,Yes,14209,0,598,360,1,Rural
LP0101833,Female,Yes,1,Not Graduate,Yes,9271,4089,73,360,1,Semiurban
LP0117130,Female,Yes,0,Graduate,Yes,6325,2466,171,360,1,Semiurban
LP0107925,Male,No,2,Graduate,No,12839,2164,478,360,1,Semiurban
LP0118824,Male,No,1,Graduate,No,6884,1435,189,360,1,Rural
LP0102134,Female,Yes,0,Graduate,Yes,3384,0,477,360,1,Rural
LP0102233,Female,No,2,Not Graduate,Yes,2437,3214,586,360,1,Semiurban
LP099514,Male,Yes,0,Graduate,Yes,10790,2443,357,360,1,Semiurban
LP0114678,Female,No,0,Graduate,No,6296,4749,78,360,1,Rural
LP0124190,Male,No,0,Graduate,Yes,10726,0,191,360,1,Rural
LP0131503,Female,Yes,1,Graduate,No,11231,0,410,360,1,Semiurban
LP0131670,Female,Yes,0,Not Graduate,Yes,4149,0,116,360,1,Semiurban
LP0137985,Female,Yes,0,Not Graduate,No,8120,4406,577,360,0,Urban
LP0106543,Female,Yes,0,Graduate,No,4896,2036,208,360,1,Rural
LP0131166,Male,No,2,Graduate,Yes,10469,1447,512,360,1,Urban
LP0127057,Female,No,2,Graduate,No,10818,1642,194,360,1,Urban
LP0107500,Female,Yes,3+,Not Graduate,Yes,6716,4233,100,360,1,Semiurban
LP0132021,Male,No,0,Not Graduate,No,2617,0,76,240,1,Semiurban
LP0106233,Male,No,0,Graduate,No,15777,4847,216,120,1,Semiurban
LP0130986,Female,Yes,0,Graduate,No,4088,1445,558,360,1,Urban
LP096259,Male,Yes,0,Not Graduate,Yes,4600,3707,184,360,1,Semiurban
LP0105622,Female,No,2,Graduate,Yes,13159,1863,475,360,1,Rural
LP0120527,Male,Yes,0,Graduate,No,13265,4485,229,360,1,Semiurban
LP0116536,Female,No,2,Graduate,No,15877,4856,342,360,1,Semiurban
LP0109289,Male,Yes,3+,Not Graduate,Yes,9652,4234,348,360,1,Urban
LP0102310,Female,No,0,Not Graduate,No,13638,0,343,360,1,Semiurban
LP0102652,Female,Yes,0,Not Graduate,Yes,8307,0,376,360,1,Semiurban
LP0103741,Male,No,0,Not Graduate,Yes,3908,3036,441,360,1,Semiurban
LP0103241,Female,Yes,0,Graduate,No,6102,0,540,360,1,Urban
LP0116493,Female,Yes,0,Graduate,No,9524,0,571,360,0,Urban
LP0114680,Male,No,2,Not Graduate,Yes,15787,3052,539,240,0,Semiurban
LP0139962,Male,Yes,1,Graduate,No,9876,1972,159,360,1,Semiurban
LP0132519,Male,Yes,0,Not Graduate,No,9554,4640,285,360,1,Semiurban
LP0119939,Male,Yes,0,Graduate,Yes,15696,4140,329,360,1,Rural
LP0126545,Female,Yes,2,Graduate,Yes,10465,3629,259,360,1,Urban
LP0105078,Male,Yes,0,Not Graduate,No,7116,2520,511,360,1,Rural
LP0112620,Female,Yes,0,Not Graduate,Yes,7914,4416,135,360,1,Urban
LP0131018,Female,Yes,0,Graduate,Yes,12025,3463,417,360,0,Rural
LP0123812,Male,No,1,Graduate,Yes,7300,1390,162,360,1,Urban
LP0103770,Female,Yes,0,Graduate,Yes,13326,3800,235,360,1,Rural
LP0123014,Male,No,0,Not Graduate,Yes,8019,4587,348,480,1,Semiurban
LP098856,Male,No,0,Not Graduate,No,9692,3911,428,360,1,Semiurban
LP0125173,Female,No,2,Not Graduate,No,3169,3831,512,360,1,Semiurban
LP0138434,Male,No,2,Graduate,Yes,14501,4260,418,360,1,Rural
LP098048,Female,No,1,Graduate,Yes,8747,0,231,240,1,Rural
LP0120233,Female,No,0,Not Graduate,Yes,9376,4382,177,120,1,Urban
LP0137434,Male,Yes,2,Not Graduate,No,5922,2044,484,360,1,Semiurban
LP0134432,Female,No,2,Not Graduate,Yes,11181,0,248,360,0,Urban
LP0104371,Female,Yes,0,Not Graduate,No,4710,1522,75,360,1,Rural
LP0136311,Female,No,0,Graduate,No,6056,4183,194,360,1,Urban
LP0101259,Male,No,1,Graduate,No,11746,3074,477,360,1,Semiurban
LP0137563,Female,Yes,1,Not Graduate,No,12398,1359,286,360,1,Semiurban
LP0100706,Female,No,2,Not Graduate,Yes,7647,1372,155,360,1,Urban
LP0136665,Female,Yes,2,Graduate,Yes,12725,4549,510,360,1,Urban
LP0128107,Female,Yes,2,Graduate,Yes,9799,3407,193,360,0,Semiurban
LP0105363,Female,Yes,0,Not Graduate,No,10740,4977,248,360,1,Semiurban
LP0125255,Male,No,3+,Graduate,Yes,6462,4366,377,360,1,Semiurban
